"CO","AB","FACID","DIS","FNAME","FSTREET","FCITY","FZIP","FSIC","COID","TS","HRA","CHINDEX","AHINDEX","DISN","CHAPIS","CERR_CODE","EMS","year","county","full_address","latitude","longitude"
"39","SJV","19","SJU","ALPINE MEATS INC","9900 LOWER SACRAMENTO RD","STOCKTON","95210","2011","SJ",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0.00252","2022","SAN JOAQUIN","9900 LOWER SACRAMENTO RD, STOCKTON, SAN JOAQUIN, CA",38.042679,-121.322156
"27","NCC","570","MBU","AMERESCO SANTA CRUZ ENERGY, LLC - JOHNSON CANYON LANDFILL","31400 JOHNSON CANYON ROAD","GONZALES","93926","4931","MON","1.9",NA,NA,NA,"MONTEREY BAY AIR RESOURCES DISTRICT",NA,NA,"0.005348698","2022","MONTEREY","31400 JOHNSON CANYON ROAD, GONZALES, MONTEREY, CA",36.5289108,-121.4142604
"20","SJV","6923","SJU","AMPERSAND CHOWCHILLA BIOMASS LLC","16457 AVENUE 24-1/2","CHOWCHILLA","93610","4911","MAD","123","4.68","0.16","0.09","SAN JOAQUIN VALLEY APCD",NA,NA,"1.71059189","2022","MADERA","16457 AVENUE 24-1/2, CHOWCHILLA, MADERA, CA",37.1055883,-120.2527159
"56","SCC","845","VEN","ANACAPA BERRY FARMS","4300 ETTING ROAD","OXNARD","93033","5148","VEN","0.03",NA,NA,NA,"VENTURA COUNTY APCD",NA,NA,"29.6","2022","VENTURA","4300 ETTING ROAD, OXNARD, VENTURA, CA",34.1617597,-119.1461202
"24","SJV","1166","SJU","ANDERSEN NUT COMPANY","3050 S HUNT RD","GUSTINE","95322","723","MER","5.38",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"153.9999992","2022","MERCED","3050 S HUNT RD, GUSTINE, MERCED, CA",37.2450245,-120.9939363
"51","SV","24014","FR","ARDENT MILLS LLC","1200 PUTMAN AVENUE",NA,"95991","723","SUT","0",NA,NA,NA,"FEATHER RIVER AQMD",NA,NA,"0","2022","SUTTER","1200 PUTMAN AVENUE, NA, SUTTER, CA",39.1112432,-121.6090641
"19","SC","20421","SC","BLUE DIAMOND INGLEWOOD ASPHALT CORP","441 W RAILROAD PL","INGLEWOOD","90302","1611","LA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.05303252","2022","LOS ANGELES","441 W RAILROAD PL, INGLEWOOD, LOS ANGELES, CA",33.9663608,-118.3633778
"10","SJV","3865","SJU","BOGHOSIAN RAISIN PACKING COMPANY, INC.","726 S 8TH ST","FOWLER","93625","723","FRE",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2022","FRESNO","726 S 8TH ST, FOWLER, FRESNO, CA",36.6243185,-119.6762548
"37","SD","10705","SD","CA COMMERCIAL ASPHALT ENTERPRISES","9229 HARRIS PLANT RD","SAN DIEGO","92145","2951","SD",NA,NA,NA,NA,"SAN DIEGO COUNTY APCD",NA,NA,"0.092329114","2022","SAN DIEGO","9229 HARRIS PLANT RD, SAN DIEGO, SAN DIEGO, CA",32.8604254,-117.1168921
"10","SJV","216","SJU","CALIFORNIA AIR NATIONAL GUARD","5323 E MCKINLEY","FRESNO","93727","9711","FRE","4.17",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"1.9075257156199952","2022","FRESNO","5323 E MCKINLEY, FRESNO, FRESNO, CA",36.7652041,-119.7092634
"36","MD","169","MOJ","CALMAT - 20181 NAT'L TRAILS","20181 NATIONAL TRAILS HIGHWAY","ORO GRANDE","92368","2951","SBD","0.32",NA,NA,NA,"MOJAVE DESERT AQMD",NA,NA,"0.043212496","2022","SAN BERNARDINO","20181 NATIONAL TRAILS HIGHWAY, ORO GRANDE, SAN BERNARDINO, CA",34.5959326,-117.334549
"30","SC","107653","SC","CALMAT CO","1401 E WARNER AVE","SANTA ANA","92705","9999","ORA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.08662337","2022","ORANGE","1401 E WARNER AVE, SANTA ANA, ORANGE, CA",33.7160946,-117.8522658
"19","SC","107654","SC","CALMAT CO","16005  FOOTHILL BLVD","IRWINDALE","91706","3273","LA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.34192592","2022","LOS ANGELES","16005  FOOTHILL BLVD, IRWINDALE, LOS ANGELES, CA",34.137121,-117.943291
"19","SC","107655","SC","CALMAT CO","2715 E WASHINGTON BLVD","LOS ANGELES","90023","2951","LA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.05878092","2022","LOS ANGELES","2715 E WASHINGTON BLVD, LOS ANGELES, LOS ANGELES, CA",34.0174278,-118.2222167
"19","SC","107656","SC","CALMAT CO","11447  TUXFORD ST","SUN VALLEY","91352","2951","LA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.20294117","2022","LOS ANGELES","11447  TUXFORD ST, SUN VALLEY, LOS ANGELES, CA",34.228586,-118.3796197
"36","SC","108457","SC","CALMAT CO","2340 W HIGHLAND AVE","SAN BERNARDINO","92405","2951","SBD",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.09030272","2022","SAN BERNARDINO","2340 W HIGHLAND AVE, SAN BERNARDINO, SAN BERNARDINO, CA",34.136163,-117.3406955
"33","SC","108527","SC","CALMAT CO","1709  SHERBORN ST","CORONA","92879","3272","RIV",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"13.47562999","2022","RIVERSIDE","1709  SHERBORN ST, CORONA, RIVERSIDE, CA",33.8614195,-117.5265923
"56","SCC","25","VEN","CALMAT CO. DBA VULCAN MATERIALS COMPANY","6029 VINEYARD AVE.","OXNARD","93030","2951","VEN",NA,"1.35","0.02","0.78","VENTURA COUNTY APCD",NA,NA,"0.00846214","2022","VENTURA","6029 VINEYARD AVE., OXNARD, VENTURA, CA",34.2679843,-119.1431533
"37","SD","27","SD","CANYON ROCK","7500 MISSION GORGE RD","SAN DIEGO","92120","3241","SD",NA,NA,NA,NA,"SAN DIEGO COUNTY APCD",NA,NA,"0.000045035","2022","SAN DIEGO","7500 MISSION GORGE RD, SAN DIEGO, SAN DIEGO, CA",32.808551,-117.078189
"7","SF","10","BA","CHEVRON PRODUCTS COMPANY","841 CHEVRON WAY","RICHMOND","94801","6211","CC","59458","8","0.02",NA,"BAY AREA AQMD",NA,NA,"47.94","2022","CONTRA COSTA","841 CHEVRON WAY, RICHMOND, CONTRA COSTA, CA",37.9321355,-122.3911055
"10","SJV","317","SJU","CHOOLJIAN BROS PACKING CO","3192 S INDIANOLA AVE","SANGER","93657","723","FRE","2.4",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2022","FRESNO","3192 S INDIANOLA AVE, SANGER, FRESNO, CA",36.7213904,-119.5831314
"33","MD","1422","MOJ","CHUCKAWALLA VALLEY STATE PRISON","19005 WILEY'S WELL ROAD","BLYTHE","92226","9223","RIV","4.52",NA,NA,NA,"MOJAVE DESERT AQMD",NA,NA,"16.25","2022","RIVERSIDE","19005 WILEY'S WELL ROAD, BLYTHE, RIVERSIDE, CA",33.5614912,-114.9267021
"42","SCC","8676","SB","COUNTY OF SANTA BARBARA - TAJIGUAS LANDFILL","14470 CALLE REAL","GOLETA","93117","4953","SB",NA,NA,NA,NA,"SANTA BARBARA COUNTY APCD",NA,NA,"3.007077","2022","SANTA BARBARA","14470 CALLE REAL, GOLETA, SANTA BARBARA, CA",34.4365733,-119.8983766
"20","SJV","4265","SJU","D.V. ENTERPRISES","20282 ROAD 21","MADERA","93638","723","MAD","0.43",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"389.9999857","2022","MADERA","20282 ROAD 21, MADERA, MADERA, CA",37.0836557,-120.1659509
"39","SJV","2395","SJU","DELTA PACKING CO. OF LODI,INC.","6021 E KETTLEMAN LANE","LODI","95240","723","SJ","2.98",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"7199.999809","2022","SAN JOAQUIN","6021 E KETTLEMAN LANE, LODI, SAN JOAQUIN, CA",38.1159094,-121.2424831
"39","SJV","285","SJU","DIAMOND FOODS, LLC","1050 S DIAMOND ST","STOCKTON","95201","723","SJ",NA,"0","0","0","SAN JOAQUIN VALLEY APCD",NA,NA,"360.0000143","2022","SAN JOAQUIN","1050 S DIAMOND ST, STOCKTON, SAN JOAQUIN, CA",37.9453226,-121.2558398
"30","SC","153864","SC","DIVERSIFIED ASPHALT PRODUCTS","1227 N OLIVE ST","ANAHEIM","92801","5032","ORA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.00000256","2022","ORANGE","1227 N OLIVE ST, ANAHEIM, ORANGE, CA",33.8509525,-117.9138963
"56","SCC","507","VEN","DRISCOLL STRAWBERRY ASSOCIATES","3939 E. HUENEME ROAD","OXNARD","93030","5148","VEN","0.29",NA,NA,NA,"VENTURA COUNTY APCD",NA,NA,"255","2022","VENTURA","3939 E. HUENEME ROAD, OXNARD, VENTURA, CA",34.147292,-119.1415054
"1","SF","591","BA","EAST BAY MUNICIPAL UTILITY DISTRICT","2020 WAKE AVENUE","OAKLAND","94607","4952","ALA","418.4","8","0.06",NA,"BAY AREA AQMD",NA,NA,"11.2","2022","ALAMEDA","2020 WAKE AVENUE, OAKLAND, ALAMEDA, CA",37.8249523,-122.2958661
"20","SJV","8250","SJU","EL DORADO ALMONDS LLC","21888 AVENUE 14","MADERA",NA,"723","MAD","0.88",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"3000","2022","MADERA","21888 AVENUE 14, MADERA, MADERA, CA",36.9528289,-120.148451
"39","SJV","239","SJU","FELIX COSTA","13160 N WEST LN","LODI","95240","723","SJ","0.01",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"13.09813556","2022","SAN JOAQUIN","13160 N WEST LN, LODI, SAN JOAQUIN, CA",38.1009745,-121.2786765
"10","SJV","973","SJU","FIG GARDEN PACKING INC.","5545 W DAKOTA AVE","FRESNO","93722","723","FRE","0.33",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2022","FRESNO","5545 W DAKOTA AVE, FRESNO, FRESNO, CA",36.7861886,-119.8903315
"50","SJV","3969","SJU","FINK ROAD LANDFILL","4000 FINK RD","CROWS LANDING","95313","4953","STA",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0.045776661","2022","STANISLAUS","4000 FINK RD, CROWS LANDING, STANISLAUS, CA",37.3914567,-121.0881821
"39","SJV","339","SJU","FORWARD INC LANDFILL","9999 S AUSTIN RD","MANTECA","95336","4953","SJ",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0.133829842","2022","SAN JOAQUIN","9999 S AUSTIN RD, MANTECA, SAN JOAQUIN, CA",37.8014044,-121.180073
"50","SJV","3838","SJU","FRAZIER NUT FARMS, INC","10830 YOSEMITE BLVD","WATERFORD","95386","723","STA","3.85",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"35.99999845","2022","STANISLAUS","10830 YOSEMITE BLVD, WATERFORD, STANISLAUS, CA",37.6383384,-120.7943254
"34","SV","2496","SAC","GEORGE REED, INC.","900 W. ELKHORN BLVD","RIO LINDA","95673","2951","SAC",NA,NA,NA,NA,"SACRAMENTO METROPOLITAN AQMD","N",NA,"0.109435304","2022","SACRAMENTO","900 W. ELKHORN BLVD, RIO LINDA, SACRAMENTO, CA",38.6839353,-121.4650265
"10","SJV","2870","SJU","GERAWAN FARMING LLC","1467 E DINUBA AVE","REEDLEY",NA,"723","FRE","14.8","0","0.33","0.58","SAN JOAQUIN VALLEY APCD",NA,NA,"0","2022","FRESNO","1467 E DINUBA AVE, REEDLEY, FRESNO, CA",36.5895822,-119.433564
"39","SJV","366","SJU","GRANITE CONSTRUCTION","10500 HARLAN RD","FRENCH CAMP","95231","2951","SJ","2.85",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0.020502174","2022","SAN JOAQUIN","10500 HARLAN RD, FRENCH CAMP, SAN JOAQUIN, CA",37.8812286,-121.2748143
"34","SV","200","SAC","GRANITE CONSTRUCTION CO","4291 BRADSHAW ROAD","SACRAMENTO","95827","2951","SAC",NA,NA,NA,NA,"SACRAMENTO METROPOLITAN AQMD","N",NA,"0.348776693","2022","SACRAMENTO","4291 BRADSHAW ROAD, SACRAMENTO, SACRAMENTO, CA",38.5440699,-121.3348537
"33","SS","178534","SC","GRANITE CONSTRUCTION COMPANY","35100  DILLON RD","INDIO","92203","1611","RIV",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.16480055","2022","RIVERSIDE","35100  DILLON RD, INDIO, RIVERSIDE, CA",33.7038122,-116.1861833
"10","SJV","590","SJU","GRANITE CONSTRUCTION, COALINGA","38940 HIGHWAY 33","COALINGA","93210","2951","FRE","5.46",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,".2309170493531957","2022","FRESNO","38940 HIGHWAY 33, COALINGA, FRESNO, CA",36.136329,-120.362339
"19","SC","100145","SC","HARBOR FUMIGATION INC","2200  MINER ST","SAN PEDRO","90731","7342","LA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"20803.5","2022","LOS ANGELES","2200  MINER ST, SAN PEDRO, LOS ANGELES, CA",33.7263649,-118.2783891
"37","SD","199910776","SD","HARBOR PEST CONTROL","6160 FAIRMOUNT AVENUE #K","SAN DIEGO","92120","7342","SD",NA,NA,NA,NA,"SAN DIEGO COUNTY APCD",NA,NA,"387.95","2022","SAN DIEGO","6160 FAIRMOUNT AVENUE #K, SAN DIEGO, SAN DIEGO, CA",32.7859408,-117.1021408
"36","MD","1418","MOJ","HELENDALE COMMUNITY SERVICES DISTRICT","27079 HELENDALE ROAD","HELENDALE","92342","4952","SBD","8.74",NA,NA,NA,"MOJAVE DESERT AQMD",NA,NA,"11.19136238","2022","SAN BERNARDINO","27079 HELENDALE ROAD, HELENDALE, SAN BERNARDINO, CA",34.7592941,-117.3303004
"19","SC","184576","SC","HEXPOL COMPOUNDING CA INC.,","491  WILSON WAY","CITY OF INDUSTRY","91744","3069","LA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"1.0215819","2022","LOS ANGELES","491  WILSON WAY, CITY OF INDUSTRY, LOS ANGELES, CA",34.0161006,-117.9568365
"10","SJV","633","SJU","HMC GROUP COLD STORAGE, THE","13138 S BETHEL AVE","KINGSBURG","93631","723","FRE","0.22",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"1938.199997","2022","FRESNO","13138 S BETHEL AVE, KINGSBURG, FRESNO, CA",36.5440795,-119.5716967
"36","SC","5676","SC","HOLLIDAY ROCK CO., INC","2006 N CAMPUS","UPLAND","91786","3273","SBD",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.00278024","2022","SAN BERNARDINO","2006 N CAMPUS, UPLAND, SAN BERNARDINO, CA",34.1363906,-117.6430921
"19","SC","143220","SC","HOLLIDAY TRUCKING CO, INC","257 E, LONGDEN","IRWINDALE","91706","3273","LA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.00023282","2022","LOS ANGELES","257 E, LONGDEN, IRWINDALE, LOS ANGELES, CA",34.112463,-118.0029257
"51","SV","34012","FR","HOWARD DRYER","2179 FRANKLIN AVENUE","YUBA CITY","95991","723","SUT","0",NA,NA,NA,"FEATHER RIVER AQMD",NA,NA,"0","2022","SUTTER","2179 FRANKLIN AVENUE, YUBA CITY, SUTTER, CA",39.1282297,-121.6205262
"1","SF","24313","BA","IMPACT TRANSPORTATION  LLC","1425 MARITIME STREET","OAKLAND","94607","723","ALA","3.4",NA,"0.8","0.7","BAY AREA AQMD",NA,NA,"5040","2022","ALAMEDA","1425 MARITIME STREET, OAKLAND, ALAMEDA, CA",37.8143917,-122.3092998
"15","SJV","4216","SJU","JASMINE VINEYARDS","33319 POND RD","DELANO","93215","172","KER",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2022","KERN","33319 POND RD, DELANO, KERN, CA",35.7180696,-119.2366179
"54","SJV","2716","SJU","JODY FRESH COOLING CO","4731 AVENUE 400","DINUBA","93618","4222","TUL","0.66",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"769.9999809","2022","TULARE","4731 AVENUE 400, DINUBA, TULARE, CA",36.5342308,-119.3805667
"24","SJV","3032","SJU","JOHN B. SANFILIPPO & SON, INC.","29241 COTTONWOOD RD","GUSTINE","95322","723","MER","1.1",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2022","MERCED","29241 COTTONWOOD RD, GUSTINE, MERCED, CA",37.1870668,-121.015949
"51","SV","33010","FR","JUDGE FARMS","8540 GARDEN HWY","YUBA CITY","95991","723","SUT","0.04",NA,NA,NA,"FEATHER RIVER AQMD",NA,NA,"0","2022","SUTTER","8540 GARDEN HWY, YUBA CITY, SUTTER, CA",39.113214,-121.6173582
"16","SJV","1901","SJU","KINGS WASTE & RECYCLING AUTHORITY","7803 HANFORD-ARMONA RD","HANFORD","93230","4953","KIN",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0.0006692","2022","KINGS","7803 HANFORD-ARMONA RD, HANFORD, KINGS, CA",36.3134703,-119.6693004
"19","SC","94009","SC","LAS VIRGENES MUNICIPAL WATER DISTRICT","3700  LAS VIRGENES RD","CALABASAS","91302","4941","LA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"4.547754","2022","LOS ANGELES","3700  LAS VIRGENES RD, CALABASAS, LOS ANGELES, CA",34.125917,-118.705469
"39","SJV","1103","SJU","M & R COMPANY","405 S MAIN ST","LODI","95240","723","SJ","37.1",NA,"0.97",NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"12833.99963","2022","SAN JOAQUIN","405 S MAIN ST, LODI, SAN JOAQUIN, CA",38.1293808,-121.2709419
"36","SC","179987","SC","MANHOLE ADJUSTING INC","2110 W AGUA MANSA RD","COLTON","92324","1611","SBD",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.01223983","2022","SAN BERNARDINO","2110 W AGUA MANSA RD, COLTON, SAN BERNARDINO, CA",34.0546672,-117.3329043
"7","SF","24726","BA","MARTINEZ REFINING COMPANY LLC","3485 PACHECO BLVD","MARTINEZ","94553","2911","CC","123950","9","0.02",NA,"BAY AREA AQMD",NA,NA,"323.97214","2022","CONTRA COSTA","3485 PACHECO BLVD, MARTINEZ, CONTRA COSTA, CA",38.0033096,-122.083362
"36","SC","15041","SC","MATICH CORP","8203  ALABAMA ST","REDLANDS","92374","2951","SBD",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.00204171","2022","SAN BERNARDINO","8203  ALABAMA ST, REDLANDS, SAN BERNARDINO, CA",34.1007854,-117.2078668
"36","SC","135135","SC","MATICH CORP","3221 N RIVERSIDE AVE","RIALTO","92377","5032","SBD",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.53017181","2022","SAN BERNARDINO","3221 N RIVERSIDE AVE, RIALTO, SAN BERNARDINO, CA",34.1563688,-117.3996555
"54","SJV","7377","SJU","NEW LEAF COLD STORAGE","3170 AVENUE 360","TRAVER",NA,"4222","TUL","0.08",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"555.6999892","2022","TULARE","3170 AVENUE 360, TRAVER, TULARE, CA",36.4445179,-119.4806925
"36","SC","172005","SC","NEW- INDY ONTARIO, LLC","5100  JURUPA ST","ONTARIO","91761","2621","SBD",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"74.133755","2022","SAN BERNARDINO","5100  JURUPA ST, ONTARIO, SAN BERNARDINO, CA",34.0482953,-117.5935413
"20","SJV","981","SJU","P-R FARMS","17710 ROAD 24","MADERA","93637","723","MAD","0.81",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"1225.000024","2022","MADERA","17710 ROAD 24, MADERA, MADERA, CA",37.00682,-120.1019131
"10","SJV","946","SJU","POINDEXTER NUT CO","5414 E FLORAL AVE","SELMA","93662","723","FRE","0.35",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2022","FRESNO","5414 E FLORAL AVE, SELMA, FRESNO, CA",36.5763703,-119.6326712
"24","SJV","1397","SJU","PUSATERI NUT COMPANY","126 4TH ST","GUSTINE","95322","723","MER","0.7",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"28.99999917","2022","MERCED","126 4TH ST, GUSTINE, MERCED, CA",37.2597713,-120.9995022
"19","SC","8547","SC","QUEMETCO INC","720 S 7TH AVE","CITY OF INDUSTRY","91746","1541","LA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"59.6984803","2022","LOS ANGELES","720 S 7TH AVE, CITY OF INDUSTRY, LOS ANGELES, CA",34.0236321,-117.985684
"30","SC","19167","SC","R J. NOBLE COMPANY","15505 E LINCOLN AVE","ORANGE","92865","1611","ORA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.73663871","2022","ORANGE","15505 E LINCOLN AVE, ORANGE, ORANGE, CA",33.8365137,-117.8680598
"33","SC","113779","SC","R. J. NOBLE COMPANY","25225  MAITRI RD","CORONA","92883","8711","RIV",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.78733934","2022","RIVERSIDE","25225  MAITRI RD, CORONA, RIVERSIDE, CA",33.7563151,-117.4812531
"39","SJV","5000","SJU","RDJ FARMS DBA DANAMARK","7367 E MARIPOSA RD","STOCKTON","95215","723","SJ","0.6",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"920.0000167","2022","SAN JOAQUIN","7367 E MARIPOSA RD, STOCKTON, SAN JOAQUIN, CA",37.9127404,-121.1867358
"39","SJV","8844","SJU","RIVERMAID TRADING, CO.","6011 E PINE","LODI","95241","723","SJ","4.22",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"6688.000083","2022","SAN JOAQUIN","6011 E PINE, LODI, SAN JOAQUIN, CA",38.1340893,-121.2428789
"33","SC","800113","SC","ROHR, INC.","8200  ARLINGTON AVE","RIVERSIDE","92503","8711","RIV",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.397072","2022","RIVERSIDE","8200  ARLINGTON AVE, RIVERSIDE, RIVERSIDE, CA",33.9444678,-117.4597639
"47","NEP","29","SIS","ROSEBURG FOREST PRODUCTS","98 MILL ST","WEED","96094","2436","SIS",NA,"1.72","0.12","0.14","SISKIYOU COUNTY APCD",NA,NA,"22.745","2022","SISKIYOU","98 MILL ST, WEED, SISKIYOU, CA",41.4335195,-122.3773579
"10","SJV","1076","SJU","SAN JOAQUIN FIGS","3564 N HAZEL AVE","FRESNO","93722","723","FRE","0.77",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2022","FRESNO","3564 N HAZEL AVE, FRESNO, FRESNO, CA",36.7892724,-119.849827
"10","SJV","3029","SJU","SAN JOAQUIN FIGS","6875 NORTH VAN BUREN AVE","FRESNO","93722","723","FRE","1.27",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2022","FRESNO","6875 NORTH VAN BUREN AVE, FRESNO, FRESNO, CA",36.8373287,-119.9164625
"41","SF","861","BA","SAN MATEO WATER QUALITY CONTROL PLANT","2050 DETROIT DRIVE","SAN MATEO","94404","4952","SM","51.6","4.3","0",NA,"BAY AREA AQMD",NA,NA,"13.6","2022","SAN MATEO","2050 DETROIT DRIVE, SAN MATEO, SAN MATEO, CA",37.5692895,-122.2964187
"12","NC","95","NCU","SCHMIDBAUER LUMBER","1099 WEST WATERFRONT DRIVE","EUREKA","95501","2421","HUM","86.29",NA,NA,NA,"NORTH COAST UNIFIED AQMD",NA,"A","0.716904","2022","HUMBOLDT","1099 WEST WATERFRONT DRIVE, EUREKA, HUMBOLDT, CA",40.7963233,-124.1830712
"37","SD","92235","SD","SD UNIFIED PORT DIST HARBOR FUMIGATION INC","802 TERMINAL ST","SAN DIEGO","92101","4422","SD",NA,NA,NA,NA,"SAN DIEGO COUNTY APCD",NA,NA,"0","2022","SAN DIEGO","802 TERMINAL ST, SAN DIEGO, SAN DIEGO, CA",32.7019602,-117.1577628
"58","SV","34016","FR","SHOEI FOODS (U.S.A.) INC","1900 FEATHER RIVER BLVD","OLIVEHURST",NA,"723","YUB","1.38",NA,NA,NA,"FEATHER RIVER AQMD",NA,NA,"10012","2022","YUBA","1900 FEATHER RIVER BLVD, OLIVEHURST, YUBA, CA",39.1097056,-121.5809304
"19","SC","105277","SC","SULLY MILLER CONTRACTING CO","2600  BUENA VISTA ST","IRWINDALE","91706","3273","LA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.59455299","2022","LOS ANGELES","2600  BUENA VISTA ST, IRWINDALE, LOS ANGELES, CA",34.117513,-117.985042
"19","SC","4988","SC","SULLY MILLER CONTRACTING CO.","5625  SOUTHERN AVE","SOUTH GATE","90280","1611","LA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.28426903","2022","LOS ANGELES","5625  SOUTHERN AVE, SOUTH GATE, LOS ANGELES, CA",33.944992,-118.169593
"36","MD","2933","MOJ","SULLY-MILLER CONTRACTING CO- AIR EXPRESSWAY","15650 AIR EXPRESSWAY","VICTORVILLE","92392","1429","SBD","0","8.75","0.68","0.25","MOJAVE DESERT AQMD",NA,NA,"0.371392205","2022","SAN BERNARDINO","15650 AIR EXPRESSWAY, VICTORVILLE, SAN BERNARDINO, CA",34.5670108,-117.323069
"19","SC","19390","SC","SULLY-MILLER CONTRACTING CO.","11462  PENROSE ST","SUN VALLEY","91352","1611","LA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.15376292","2022","LOS ANGELES","11462  PENROSE ST, SUN VALLEY, LOS ANGELES, CA",34.2223736,-118.380601
"51","SV","16004","FR","SUNSWEET GROWERS INC.","901 NORTH WALTON AVENUE","YUBA CITY","95991","723","SUT","4.84",NA,NA,NA,"FEATHER RIVER AQMD",NA,NA,"0","2022","SUTTER","901 NORTH WALTON AVENUE, YUBA CITY, SUTTER, CA",39.1387038,-121.6412971
"15","SJV","2747","SJU","SUNVIEW COLD STORAGE","31548 PETERSON RD","MCFARLAND","93250","4222","KER",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"367.5000072","2022","KERN","31548 PETERSON RD, MCFARLAND, KERN, CA",35.704532,-119.2284268
"54","SJV","2785","SJU","SUNVIEW COLD STORAGE","315 N FRONT ST","EARLIMART",NA,"4222","TUL",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2022","TULARE","315 N FRONT ST, EARLIMART, TULARE, CA",35.8862975,-119.2741478
"37","SD","10158","SD","SUPERIOR READY MIX LP","500 N TULIP ST","ESCONDIDO","92025","5032","SD",NA,NA,NA,NA,"SAN DIEGO COUNTY APCD",NA,NA,"0.068556672","2022","SAN DIEGO","500 N TULIP ST, ESCONDIDO, SAN DIEGO, CA",33.1201862,-117.0997032
"34","SV","2","SAC","TEICHERT PERKINS PLANT","8760 KIEFER BLVD","SACRAMENTO","95826","1423","SAC","82.89",NA,NA,NA,"SACRAMENTO METROPOLITAN AQMD",NA,NA,"0.592961181","2022","SACRAMENTO","8760 KIEFER BLVD, SACRAMENTO, SACRAMENTO, CA",38.5469968,-121.3758623
